Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10224
Anjou,3465
Baie-D'Urfé,91
Beaconsfield,458
Côte-des-Neiges–Notre-Dame-de-Grâce,11602
Côte-Saint-Luc,2744
Dollard-des-Ormeaux,2744
Dorval,786
Hampstead,383
Kirkland,732
Lachine,2902
LaSalle,5507
L'Île-Bizard–Sainte-Geneviève,1050
Mercier–Hochelaga-Maisonneuve,8567
Montréal-Est,268
Montréal-Nord,8866
Montréal-Ouest,177
Mont-Royal,1109
Outremont,1252
Pierrefonds–Roxboro,4136
Plateau-Mont-Royal,4585
Pointe-Claire,1062
Rivière-des-Prairies–Pointe-aux-Trembles,8797
Rosemont–La Petite Patrie,6919
Sainte-Anne-de-Bellevue,135
Saint-Laurent,8120
Saint-Léonard,7619
Senneville,23
Sud-Ouest,3790
Verdun,3079
Ville-Marie,4670
Villeray–Saint-Michel–Parc-Extension,10788
Westmount,718
Territoire à confirmer,1876
Total à Montréal,129244
