Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10352
Anjou,3496
Baie-D'Urfé,95
Beaconsfield,470
Côte-des-Neiges–Notre-Dame-de-Grâce,11787
Côte-Saint-Luc,2798
Dollard-des-Ormeaux,2789
Dorval,800
Hampstead,386
Kirkland,759
Lachine,2933
LaSalle,5611
L'Île-Bizard–Sainte-Geneviève,1060
Mercier–Hochelaga-Maisonneuve,8656
Montréal-Est,269
Montréal-Nord,8965
Montréal-Ouest,185
Mont-Royal,1112
Outremont,1261
Pierrefonds–Roxboro,4193
Plateau-Mont-Royal,4668
Pointe-Claire,1068
Rivière-des-Prairies–Pointe-aux-Trembles,8876
Rosemont–La Petite Patrie,6994
Sainte-Anne-de-Bellevue,138
Saint-Laurent,8260
Saint-Léonard,7708
Senneville,23
Sud-Ouest,3892
Verdun,3120
Ville-Marie,4809
Villeray–Saint-Michel–Parc-Extension,11012
Westmount,730
Territoire à confirmer,1898
Total à Montréal,131173
