Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7895
Anjou,2610
Baie-D'Urfé,67
Beaconsfield,338
Côte-des-Neiges–Notre-Dame-de-Grâce,8716
Côte-Saint-Luc,1969
Dollard-des-Ormeaux,1998
Dorval,609
Hampstead,300
Kirkland,502
Lachine,2305
LaSalle,4147
L'Île-Bizard–Sainte-Geneviève,808
Mercier–Hochelaga-Maisonneuve,6724
Montréal-Est,207
Montréal-Nord,7292
Montréal-Ouest,121
Mont-Royal,884
Outremont,994
Pierrefonds–Roxboro,2960
Plateau-Mont-Royal,3407
Pointe-Claire,795
Rivière-des-Prairies–Pointe-aux-Trembles,6992
Rosemont–La Petite Patrie,5551
Sainte-Anne-de-Bellevue,107
Saint-Laurent,5512
Saint-Léonard,5813
Senneville,21
Sud-Ouest,3010
Verdun,2393
Ville-Marie,3727
Villeray–Saint-Michel–Parc-Extension,8278
Westmount,590
Territoire à confirmer,1626
Total à Montréal,99268
