Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2245
Anjou,677
Baie-D'Urfé,29
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2145
Côte-Saint-Luc,507
Dollard-des-Ormeaux,409
Dorval,180
Hampstead,53
Kirkland,111
Lachine,602
LaSalle,1147
L'Île-Bizard–Sainte-Geneviève,204
Mercier–Hochelaga-Maisonneuve,2214
Montréal-Est,44
Montréal-Nord,2476
Montréal-Ouest,20
Mont-Royal,273
Outremont,260
Pierrefonds–Roxboro,526
Plateau-Mont-Royal,867
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2093
Rosemont–La Petite Patrie,1513
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1042
Saint-Léonard,1083
Senneville,<5
Sud-Ouest,891
Verdun,930
Ville-Marie,759
Villeray–Saint-Michel–Parc-Extension,2058
Westmount,183
Territoire à confirmer,634
Total à Montréal,26475
