Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9521
Anjou,3255
Baie-D'Urfé,80
Beaconsfield,412
Côte-des-Neiges–Notre-Dame-de-Grâce,10869
Côte-Saint-Luc,2587
Dollard-des-Ormeaux,2479
Dorval,741
Hampstead,363
Kirkland,645
Lachine,2764
LaSalle,4973
L'Île-Bizard–Sainte-Geneviève,973
Mercier–Hochelaga-Maisonneuve,8058
Montréal-Est,256
Montréal-Nord,8421
Montréal-Ouest,161
Mont-Royal,1055
Outremont,1179
Pierrefonds–Roxboro,3752
Plateau-Mont-Royal,4149
Pointe-Claire,970
Rivière-des-Prairies–Pointe-aux-Trembles,8381
Rosemont–La Petite Patrie,6513
Sainte-Anne-de-Bellevue,128
Saint-Laurent,7283
Saint-Léonard,7183
Senneville,22
Sud-Ouest,3471
Verdun,2951
Ville-Marie,4306
Villeray–Saint-Michel–Parc-Extension,10000
Westmount,674
Territoire à confirmer,1801
Total à Montréal,120376
