Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2469
Anjou,733
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2350
Côte-Saint-Luc,543
Dollard-des-Ormeaux,447
Dorval,205
Hampstead,59
Kirkland,124
Lachine,698
LaSalle,1288
L'Île-Bizard–Sainte-Geneviève,224
Mercier–Hochelaga-Maisonneuve,2465
Montréal-Est,48
Montréal-Nord,2648
Montréal-Ouest,29
Mont-Royal,284
Outremont,279
Pierrefonds–Roxboro,582
Plateau-Mont-Royal,1068
Pointe-Claire,241
Rivière-des-Prairies–Pointe-aux-Trembles,2234
Rosemont–La Petite Patrie,1752
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1155
Saint-Léonard,1180
Senneville,<5
Sud-Ouest,1027
Verdun,1020
Ville-Marie,1048
Villeray–Saint-Michel–Parc-Extension,2344
Westmount,196
Territoire à confirmer,639
Total à Montréal,29492
