Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,5374
Anjou,1735
Baie-D'Urfé,56
Beaconsfield,240
Côte-des-Neiges–Notre-Dame-de-Grâce,6127
Côte-Saint-Luc,1543
Dollard-des-Ormeaux,1352
Dorval,476
Hampstead,196
Kirkland,375
Lachine,1561
LaSalle,2984
L'Île-Bizard–Sainte-Geneviève,549
Mercier–Hochelaga-Maisonneuve,4836
Montréal-Est,129
Montréal-Nord,5293
Montréal-Ouest,76
Mont-Royal,689
Outremont,802
Pierrefonds–Roxboro,2020
Plateau-Mont-Royal,2521
Pointe-Claire,612
Rivière-des-Prairies–Pointe-aux-Trembles,4868
Rosemont–La Petite Patrie,4117
Sainte-Anne-de-Bellevue,79
Saint-Laurent,3707
Saint-Léonard,3746
Senneville,19
Sud-Ouest,2279
Verdun,1828
Ville-Marie,2632
Villeray–Saint-Michel–Parc-Extension,5785
Westmount,447
Territoire à confirmer,1349
Total à Montréal,70402
