Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8821
Anjou,3022
Baie-D'Urfé,67
Beaconsfield,377
Côte-des-Neiges–Notre-Dame-de-Grâce,10063
Côte-Saint-Luc,2374
Dollard-des-Ormeaux,2261
Dorval,676
Hampstead,335
Kirkland,565
Lachine,2544
LaSalle,4614
L'Île-Bizard–Sainte-Geneviève,872
Mercier–Hochelaga-Maisonneuve,7477
Montréal-Est,232
Montréal-Nord,8085
Montréal-Ouest,129
Mont-Royal,974
Outremont,1113
Pierrefonds–Roxboro,3420
Plateau-Mont-Royal,3872
Pointe-Claire,892
Rivière-des-Prairies–Pointe-aux-Trembles,7875
Rosemont–La Petite Patrie,6099
Sainte-Anne-de-Bellevue,118
Saint-Laurent,6585
Saint-Léonard,6692
Senneville,22
Sud-Ouest,3259
Verdun,2705
Ville-Marie,4036
Villeray–Saint-Michel–Parc-Extension,9308
Westmount,625
Territoire à confirmer,1720
Total à Montréal,111829
