Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7964
Anjou,2638
Baie-D'Urfé,67
Beaconsfield,341
Côte-des-Neiges–Notre-Dame-de-Grâce,8801
Côte-Saint-Luc,1992
Dollard-des-Ormeaux,2015
Dorval,620
Hampstead,302
Kirkland,503
Lachine,2331
LaSalle,4170
L'Île-Bizard–Sainte-Geneviève,811
Mercier–Hochelaga-Maisonneuve,6788
Montréal-Est,208
Montréal-Nord,7338
Montréal-Ouest,121
Mont-Royal,889
Outremont,1003
Pierrefonds–Roxboro,2975
Plateau-Mont-Royal,3470
Pointe-Claire,802
Rivière-des-Prairies–Pointe-aux-Trembles,7067
Rosemont–La Petite Patrie,5597
Sainte-Anne-de-Bellevue,108
Saint-Laurent,5575
Saint-Léonard,5886
Senneville,21
Sud-Ouest,3043
Verdun,2417
Ville-Marie,3752
Villeray–Saint-Michel–Parc-Extension,8364
Westmount,589
Territoire à confirmer,1635
Total à Montréal,100203
