Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2164
Anjou,645
Baie-D'Urfé,28
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2050
Côte-Saint-Luc,494
Dollard-des-Ormeaux,397
Dorval,176
Hampstead,53
Kirkland,104
Lachine,557
LaSalle,1092
L'Île-Bizard–Sainte-Geneviève,190
Mercier–Hochelaga-Maisonneuve,2143
Montréal-Est,39
Montréal-Nord,2378
Montréal-Ouest,19
Mont-Royal,251
Outremont,249
Pierrefonds–Roxboro,509
Plateau-Mont-Royal,842
Pointe-Claire,211
Rivière-des-Prairies–Pointe-aux-Trembles,2031
Rosemont–La Petite Patrie,1464
Sainte-Anne-de-Bellevue,17
Saint-Laurent,1002
Saint-Léonard,1047
Senneville,<5
Sud-Ouest,856
Verdun,903
Ville-Marie,729
Villeray–Saint-Michel–Parc-Extension,1930
Westmount,173
Territoire à confirmer,850
Total à Montréal,25652
