Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,6832
Anjou,2190
Baie-D'Urfé,63
Beaconsfield,288
Côte-des-Neiges–Notre-Dame-de-Grâce,7609
Côte-Saint-Luc,1822
Dollard-des-Ormeaux,1727
Dorval,536
Hampstead,259
Kirkland,459
Lachine,2012
LaSalle,3756
L'Île-Bizard–Sainte-Geneviève,729
Mercier–Hochelaga-Maisonneuve,5924
Montréal-Est,187
Montréal-Nord,6461
Montréal-Ouest,111
Mont-Royal,802
Outremont,920
Pierrefonds–Roxboro,2570
Plateau-Mont-Royal,3064
Pointe-Claire,740
Rivière-des-Prairies–Pointe-aux-Trembles,6067
Rosemont–La Petite Patrie,5007
Sainte-Anne-de-Bellevue,93
Saint-Laurent,4652
Saint-Léonard,4923
Senneville,20
Sud-Ouest,2731
Verdun,2143
Ville-Marie,3294
Villeray–Saint-Michel–Parc-Extension,7153
Westmount,516
Territoire à confirmer,1479
Total à Montréal,87139
