Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3561
Anjou,1108
Baie-D'Urfé,43
Beaconsfield,126
Côte-des-Neiges–Notre-Dame-de-Grâce,3990
Côte-Saint-Luc,1114
Dollard-des-Ormeaux,850
Dorval,324
Hampstead,134
Kirkland,227
Lachine,1054
LaSalle,2043
L'Île-Bizard–Sainte-Geneviève,295
Mercier–Hochelaga-Maisonneuve,3591
Montréal-Est,78
Montréal-Nord,3734
Montréal-Ouest,56
Mont-Royal,516
Outremont,597
Pierrefonds–Roxboro,1041
Plateau-Mont-Royal,1805
Pointe-Claire,320
Rivière-des-Prairies–Pointe-aux-Trembles,3234
Rosemont–La Petite Patrie,2837
Sainte-Anne-de-Bellevue,27
Saint-Laurent,2223
Saint-Léonard,2023
Senneville,8
Sud-Ouest,1646
Verdun,1404
Ville-Marie,1945
Villeray–Saint-Michel–Parc-Extension,3856
Westmount,290
Territoire à confirmer,1035
Total à Montréal,47135
