Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,176
Anjou,37
Baie-D'Urfé,5
Beaconsfield,10
Côte-des-Neiges–Notre-Dame-de-Grâce,384
Côte-Saint-Luc,207
Dollard-des-Ormeaux,50
Dorval,27
Hampstead,27
Kirkland,12
Lachine,59
LaSalle,219
L'Île-Bizard–Sainte-Geneviève,15
Mercier–Hochelaga-Maisonneuve,151
Montréal-Est,<5
Montréal-Nord,117
Montréal-Ouest,<5
Mont-Royal,36
Outremont,113
Pierrefonds–Roxboro,54
Plateau-Mont-Royal,174
Pointe-Claire,23
Rivière-des-Prairies–Pointe-aux-Trembles,133
Rosemont–La Petite Patrie,194
Sainte-Anne-de-Bellevue,<5
Saint-Laurent,128
Saint-Léonard,77
Senneville,<5
Sud-Ouest,134
Verdun,117
Ville-Marie,140
Villeray–Saint-Michel–Parc-Extension,160
Westmount,46
Territoire à confirmer,938
Total à Montréal,3977
