Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4152
Anjou,1278
Baie-D'Urfé,45
Beaconsfield,156
Côte-des-Neiges–Notre-Dame-de-Grâce,4641
Côte-Saint-Luc,1255
Dollard-des-Ormeaux,970
Dorval,363
Hampstead,158
Kirkland,284
Lachine,1238
LaSalle,2401
L'Île-Bizard–Sainte-Geneviève,336
Mercier–Hochelaga-Maisonneuve,3944
Montréal-Est,88
Montréal-Nord,4159
Montréal-Ouest,62
Mont-Royal,591
Outremont,639
Pierrefonds–Roxboro,1325
Plateau-Mont-Royal,1967
Pointe-Claire,384
Rivière-des-Prairies–Pointe-aux-Trembles,3696
Rosemont–La Petite Patrie,3248
Sainte-Anne-de-Bellevue,55
Saint-Laurent,2707
Saint-Léonard,2559
Senneville,9
Sud-Ouest,1842
Verdun,1527
Ville-Marie,2112
Villeray–Saint-Michel–Parc-Extension,4427
Westmount,373
Territoire à confirmer,1299
Total à Montréal,54290
