Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8326
Anjou,2773
Baie-D'Urfé,67
Beaconsfield,358
Côte-des-Neiges–Notre-Dame-de-Grâce,9193
Côte-Saint-Luc,2098
Dollard-des-Ormeaux,2100
Dorval,645
Hampstead,313
Kirkland,525
Lachine,2445
LaSalle,4385
L'Île-Bizard–Sainte-Geneviève,841
Mercier–Hochelaga-Maisonneuve,7100
Montréal-Est,220
Montréal-Nord,7704
Montréal-Ouest,121
Mont-Royal,917
Outremont,1055
Pierrefonds–Roxboro,3157
Plateau-Mont-Royal,3645
Pointe-Claire,819
Rivière-des-Prairies–Pointe-aux-Trembles,7453
Rosemont–La Petite Patrie,5804
Sainte-Anne-de-Bellevue,111
Saint-Laurent,5999
Saint-Léonard,6339
Senneville,22
Sud-Ouest,3126
Verdun,2519
Ville-Marie,3861
Villeray–Saint-Michel–Parc-Extension,8782
Westmount,602
Territoire à confirmer,1681
Total à Montréal,105106
