Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2367
Anjou,710
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2215
Côte-Saint-Luc,521
Dollard-des-Ormeaux,421
Dorval,193
Hampstead,55
Kirkland,118
Lachine,639
LaSalle,1227
L'Île-Bizard–Sainte-Geneviève,211
Mercier–Hochelaga-Maisonneuve,2325
Montréal-Est,44
Montréal-Nord,2577
Montréal-Ouest,20
Mont-Royal,283
Outremont,272
Pierrefonds–Roxboro,548
Plateau-Mont-Royal,921
Pointe-Claire,223
Rivière-des-Prairies–Pointe-aux-Trembles,2180
Rosemont–La Petite Patrie,1608
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1090
Saint-Léonard,1125
Senneville,<5
Sud-Ouest,926
Verdun,967
Ville-Marie,868
Villeray–Saint-Michel–Parc-Extension,2203
Westmount,188
Territoire à confirmer,629
Total à Montréal,27787
