Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,98
Anjou,19
Baie-D'Urfé,<5
Beaconsfield,10
Côte-des-Neiges–Notre-Dame-de-Grâce,253
Côte-Saint-Luc,147
Dollard-des-Ormeaux,28
Dorval,16
Hampstead,22
Kirkland,8
Lachine,32
LaSalle,119
L'Île-Bizard–Sainte-Geneviève,9
Mercier–Hochelaga-Maisonneuve,91
Montréal-Est,<5
Montréal-Nord,50
Montréal-Ouest,<5
Mont-Royal,31
Outremont,88
Pierrefonds–Roxboro,39
Plateau-Mont-Royal,120
Pointe-Claire,14
Rivière-des-Prairies–Pointe-aux-Trembles,73
Rosemont–La Petite Patrie,133
Sainte-Anne-de-Bellevue,<5
Saint-Laurent,81
Saint-Léonard,37
Senneville,0
Sud-Ouest,83
Verdun,77
Ville-Marie,114
Villeray–Saint-Michel–Parc-Extension,88
Westmount,33
Territoire à confirmer,715
Total à Montréal,2642
