Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8355
Anjou,2793
Baie-D'Urfé,67
Beaconsfield,358
Côte-des-Neiges–Notre-Dame-de-Grâce,9253
Côte-Saint-Luc,2117
Dollard-des-Ormeaux,2117
Dorval,645
Hampstead,315
Kirkland,526
Lachine,2452
LaSalle,4409
L'Île-Bizard–Sainte-Geneviève,845
Mercier–Hochelaga-Maisonneuve,7113
Montréal-Est,220
Montréal-Nord,7730
Montréal-Ouest,121
Mont-Royal,920
Outremont,1056
Pierrefonds–Roxboro,3176
Plateau-Mont-Royal,3653
Pointe-Claire,825
Rivière-des-Prairies–Pointe-aux-Trembles,7474
Rosemont–La Petite Patrie,5821
Sainte-Anne-de-Bellevue,111
Saint-Laurent,6040
Saint-Léonard,6363
Senneville,22
Sud-Ouest,3135
Verdun,2527
Ville-Marie,3868
Villeray–Saint-Michel–Parc-Extension,8814
Westmount,602
Territoire à confirmer,1677
Total à Montréal,105520
