Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,223
Anjou,47
Baie-D'Urfé,<5
Beaconsfield,13
Côte-des-Neiges–Notre-Dame-de-Grâce,453
Côte-Saint-Luc,241
Dollard-des-Ormeaux,64
Dorval,37
Hampstead,28
Kirkland,12
Lachine,78
LaSalle,267
L'Île-Bizard–Sainte-Geneviève,20
Mercier–Hochelaga-Maisonneuve,195
Montréal-Est,5
Montréal-Nord,165
Montréal-Ouest,5
Mont-Royal,38
Outremont,131
Pierrefonds–Roxboro,69
Plateau-Mont-Royal,203
Pointe-Claire,30
Rivière-des-Prairies–Pointe-aux-Trembles,161
Rosemont–La Petite Patrie,227
Sainte-Anne-de-Bellevue,5
Saint-Laurent,152
Saint-Léonard,103
Senneville,<5
Sud-Ouest,171
Verdun,141
Ville-Marie,164
Villeray–Saint-Michel–Parc-Extension,199
Westmount,55
Territoire à confirmer,1067
Total à Montréal,4775
