Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1782
Anjou,528
Baie-D'Urfé,16
Beaconsfield,49
Côte-des-Neiges–Notre-Dame-de-Grâce,1752
Côte-Saint-Luc,425
Dollard-des-Ormeaux,331
Dorval,161
Hampstead,50
Kirkland,92
Lachine,455
LaSalle,989
L'Île-Bizard–Sainte-Geneviève,169
Mercier–Hochelaga-Maisonneuve,1779
Montréal-Est,31
Montréal-Nord,2004
Montréal-Ouest,17
Mont-Royal,231
Outremont,235
Pierrefonds–Roxboro,433
Plateau-Mont-Royal,762
Pointe-Claire,164
Rivière-des-Prairies–Pointe-aux-Trembles,1705
Rosemont–La Petite Patrie,1217
Sainte-Anne-de-Bellevue,17
Saint-Laurent,790
Saint-Léonard,867
Senneville,<5
Sud-Ouest,757
Verdun,820
Ville-Marie,593
Villeray–Saint-Michel–Parc-Extension,1536
Westmount,157
Territoire à confirmer,802
Total à Montréal,21717
