Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8613
Anjou,2907
Baie-D'Urfé,67
Beaconsfield,370
Côte-des-Neiges–Notre-Dame-de-Grâce,9693
Côte-Saint-Luc,2274
Dollard-des-Ormeaux,2215
Dorval,663
Hampstead,325
Kirkland,542
Lachine,2501
LaSalle,4511
L'Île-Bizard–Sainte-Geneviève,863
Mercier–Hochelaga-Maisonneuve,7297
Montréal-Est,223
Montréal-Nord,7904
Montréal-Ouest,126
Mont-Royal,943
Outremont,1086
Pierrefonds–Roxboro,3302
Plateau-Mont-Royal,3769
Pointe-Claire,864
Rivière-des-Prairies–Pointe-aux-Trembles,7705
Rosemont–La Petite Patrie,5974
Sainte-Anne-de-Bellevue,118
Saint-Laurent,6364
Saint-Léonard,6541
Senneville,22
Sud-Ouest,3197
Verdun,2626
Ville-Marie,3964
Villeray–Saint-Michel–Parc-Extension,9099
Westmount,616
Territoire à confirmer,1700
Total à Montréal,108984
