Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2868
Anjou,884
Baie-D'Urfé,33
Beaconsfield,84
Côte-des-Neiges–Notre-Dame-de-Grâce,2853
Côte-Saint-Luc,700
Dollard-des-Ormeaux,569
Dorval,230
Hampstead,90
Kirkland,156
Lachine,772
LaSalle,1442
L'Île-Bizard–Sainte-Geneviève,250
Mercier–Hochelaga-Maisonneuve,2873
Montréal-Est,57
Montréal-Nord,3064
Montréal-Ouest,38
Mont-Royal,328
Outremont,496
Pierrefonds–Roxboro,720
Plateau-Mont-Royal,1508
Pointe-Claire,260
Rivière-des-Prairies–Pointe-aux-Trembles,2608
Rosemont–La Petite Patrie,2124
Sainte-Anne-de-Bellevue,23
Saint-Laurent,1478
Saint-Léonard,1504
Senneville,<5
Sud-Ouest,1290
Verdun,1163
Ville-Marie,1509
Villeray–Saint-Michel–Parc-Extension,2876
Westmount,241
Territoire à confirmer,846
Total à Montréal,35939
