Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2218
Anjou,672
Baie-D'Urfé,29
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2124
Côte-Saint-Luc,503
Dollard-des-Ormeaux,407
Dorval,180
Hampstead,53
Kirkland,108
Lachine,587
LaSalle,1137
L'Île-Bizard–Sainte-Geneviève,198
Mercier–Hochelaga-Maisonneuve,2191
Montréal-Est,42
Montréal-Nord,2447
Montréal-Ouest,20
Mont-Royal,271
Outremont,257
Pierrefonds–Roxboro,522
Plateau-Mont-Royal,864
Pointe-Claire,221
Rivière-des-Prairies–Pointe-aux-Trembles,2081
Rosemont–La Petite Patrie,1495
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1035
Saint-Léonard,1073
Senneville,<5
Sud-Ouest,882
Verdun,923
Ville-Marie,748
Villeray–Saint-Michel–Parc-Extension,2027
Westmount,180
Territoire à confirmer,632
Total à Montréal,26205
