Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1007
Anjou,279
Baie-D'Urfé,6
Beaconsfield,25
Côte-des-Neiges–Notre-Dame-de-Grâce,1097
Côte-Saint-Luc,335
Dollard-des-Ormeaux,130
Dorval,77
Hampstead,37
Kirkland,27
Lachine,155
LaSalle,485
L'Île-Bizard–Sainte-Geneviève,54
Mercier–Hochelaga-Maisonneuve,830
Montréal-Est,14
Montréal-Nord,1110
Montréal-Ouest,9
Mont-Royal,96
Outremont,183
Pierrefonds–Roxboro,155
Plateau-Mont-Royal,488
Pointe-Claire,63
Rivière-des-Prairies–Pointe-aux-Trembles,869
Rosemont–La Petite Patrie,629
Sainte-Anne-de-Bellevue,8
Saint-Laurent,433
Saint-Léonard,509
Senneville,<5
Sud-Ouest,500
Verdun,535
Ville-Marie,322
Villeray–Saint-Michel–Parc-Extension,871
Westmount,91
Territoire à confirmer,604
Total à Montréal,12034
