Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8303
Anjou,2761
Baie-D'Urfé,67
Beaconsfield,358
Côte-des-Neiges–Notre-Dame-de-Grâce,9132
Côte-Saint-Luc,2076
Dollard-des-Ormeaux,2094
Dorval,642
Hampstead,312
Kirkland,524
Lachine,2435
LaSalle,4368
L'Île-Bizard–Sainte-Geneviève,839
Mercier–Hochelaga-Maisonneuve,7085
Montréal-Est,220
Montréal-Nord,7681
Montréal-Ouest,121
Mont-Royal,917
Outremont,1047
Pierrefonds–Roxboro,3154
Plateau-Mont-Royal,3629
Pointe-Claire,819
Rivière-des-Prairies–Pointe-aux-Trembles,7427
Rosemont–La Petite Patrie,5789
Sainte-Anne-de-Bellevue,111
Saint-Laurent,5960
Saint-Léonard,6310
Senneville,22
Sud-Ouest,3117
Verdun,2512
Ville-Marie,3857
Villeray–Saint-Michel–Parc-Extension,8755
Westmount,602
Territoire à confirmer,1676
Total à Montréal,104722
