Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8797
Anjou,3010
Baie-D'Urfé,67
Beaconsfield,374
Côte-des-Neiges–Notre-Dame-de-Grâce,10022
Côte-Saint-Luc,2357
Dollard-des-Ormeaux,2257
Dorval,675
Hampstead,334
Kirkland,564
Lachine,2537
LaSalle,4606
L'Île-Bizard–Sainte-Geneviève,872
Mercier–Hochelaga-Maisonneuve,7455
Montréal-Est,230
Montréal-Nord,8063
Montréal-Ouest,128
Mont-Royal,969
Outremont,1110
Pierrefonds–Roxboro,3410
Plateau-Mont-Royal,3856
Pointe-Claire,891
Rivière-des-Prairies–Pointe-aux-Trembles,7856
Rosemont–La Petite Patrie,6090
Sainte-Anne-de-Bellevue,118
Saint-Laurent,6555
Saint-Léonard,6675
Senneville,22
Sud-Ouest,3255
Verdun,2693
Ville-Marie,4028
Villeray–Saint-Michel–Parc-Extension,9292
Westmount,625
Territoire à confirmer,1718
Total à Montréal,111511
