Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,143
Anjou,35
Baie-D'Urfé,5
Beaconsfield,10
Côte-des-Neiges–Notre-Dame-de-Grâce,370
Côte-Saint-Luc,192
Dollard-des-Ormeaux,45
Dorval,26
Hampstead,27
Kirkland,12
Lachine,57
LaSalle,204
L'Île-Bizard–Sainte-Geneviève,14
Mercier–Hochelaga-Maisonneuve,145
Montréal-Est,<5
Montréal-Nord,99
Montréal-Ouest,<5
Mont-Royal,36
Outremont,113
Pierrefonds–Roxboro,50
Plateau-Mont-Royal,168
Pointe-Claire,21
Rivière-des-Prairies–Pointe-aux-Trembles,117
Rosemont–La Petite Patrie,181
Sainte-Anne-de-Bellevue,<5
Saint-Laurent,119
Saint-Léonard,67
Senneville,<5
Sud-Ouest,124
Verdun,105
Ville-Marie,135
Villeray–Saint-Michel–Parc-Extension,149
Westmount,44
Territoire à confirmer,888
Total à Montréal,3713
