Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2995
Anjou,933
Baie-D'Urfé,34
Beaconsfield,91
Côte-des-Neiges–Notre-Dame-de-Grâce,3113
Côte-Saint-Luc,781
Dollard-des-Ormeaux,616
Dorval,239
Hampstead,109
Kirkland,173
Lachine,807
LaSalle,1505
L'Île-Bizard–Sainte-Geneviève,265
Mercier–Hochelaga-Maisonneuve,2994
Montréal-Est,61
Montréal-Nord,3197
Montréal-Ouest,41
Mont-Royal,348
Outremont,537
Pierrefonds–Roxboro,784
Plateau-Mont-Royal,1582
Pointe-Claire,276
Rivière-des-Prairies–Pointe-aux-Trembles,2722
Rosemont–La Petite Patrie,2241
Sainte-Anne-de-Bellevue,26
Saint-Laurent,1631
Saint-Léonard,1623
Senneville,<5
Sud-Ouest,1363
Verdun,1205
Ville-Marie,1623
Villeray–Saint-Michel–Parc-Extension,3063
Westmount,249
Territoire à confirmer,901
Total à Montréal,38131
