Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3545
Anjou,1107
Baie-D'Urfé,42
Beaconsfield,126
Côte-des-Neiges–Notre-Dame-de-Grâce,3969
Côte-Saint-Luc,1103
Dollard-des-Ormeaux,841
Dorval,323
Hampstead,132
Kirkland,226
Lachine,1037
LaSalle,2017
L'Île-Bizard–Sainte-Geneviève,295
Mercier–Hochelaga-Maisonneuve,3573
Montréal-Est,76
Montréal-Nord,3717
Montréal-Ouest,56
Mont-Royal,514
Outremont,599
Pierrefonds–Roxboro,1030
Plateau-Mont-Royal,1800
Pointe-Claire,321
Rivière-des-Prairies–Pointe-aux-Trembles,3217
Rosemont–La Petite Patrie,2818
Sainte-Anne-de-Bellevue,27
Saint-Laurent,2203
Saint-Léonard,2013
Senneville,8
Sud-Ouest,1636
Verdun,1400
Ville-Marie,1934
Villeray–Saint-Michel–Parc-Extension,3845
Westmount,291
Territoire à confirmer,1027
Total à Montréal,46868
