Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2313
Anjou,695
Baie-D'Urfé,32
Beaconsfield,59
Côte-des-Neiges–Notre-Dame-de-Grâce,2176
Côte-Saint-Luc,516
Dollard-des-Ormeaux,415
Dorval,186
Hampstead,53
Kirkland,115
Lachine,626
LaSalle,1188
L'Île-Bizard–Sainte-Geneviève,211
Mercier–Hochelaga-Maisonneuve,2263
Montréal-Est,44
Montréal-Nord,2523
Montréal-Ouest,20
Mont-Royal,276
Outremont,267
Pierrefonds–Roxboro,533
Plateau-Mont-Royal,881
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2149
Rosemont–La Petite Patrie,1548
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1064
Saint-Léonard,1092
Senneville,<5
Sud-Ouest,902
Verdun,945
Ville-Marie,780
Villeray–Saint-Michel–Parc-Extension,2128
Westmount,183
Territoire à confirmer,632
Total à Montréal,27057
