Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4047
Anjou,1249
Baie-D'Urfé,45
Beaconsfield,151
Côte-des-Neiges–Notre-Dame-de-Grâce,4503
Côte-Saint-Luc,1234
Dollard-des-Ormeaux,947
Dorval,358
Hampstead,155
Kirkland,279
Lachine,1204
LaSalle,2337
L'Île-Bizard–Sainte-Geneviève,333
Mercier–Hochelaga-Maisonneuve,3873
Montréal-Est,87
Montréal-Nord,4049
Montréal-Ouest,61
Mont-Royal,573
Outremont,631
Pierrefonds–Roxboro,1259
Plateau-Mont-Royal,1941
Pointe-Claire,377
Rivière-des-Prairies–Pointe-aux-Trembles,3598
Rosemont–La Petite Patrie,3166
Sainte-Anne-de-Bellevue,52
Saint-Laurent,2610
Saint-Léonard,2423
Senneville,9
Sud-Ouest,1798
Verdun,1497
Ville-Marie,2085
Villeray–Saint-Michel–Parc-Extension,4305
Westmount,349
Territoire à confirmer,1089
Total à Montréal,52674
