Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2458
Anjou,729
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2334
Côte-Saint-Luc,541
Dollard-des-Ormeaux,440
Dorval,205
Hampstead,59
Kirkland,124
Lachine,693
LaSalle,1281
L'Île-Bizard–Sainte-Geneviève,222
Mercier–Hochelaga-Maisonneuve,2463
Montréal-Est,46
Montréal-Nord,2638
Montréal-Ouest,29
Mont-Royal,280
Outremont,280
Pierrefonds–Roxboro,577
Plateau-Mont-Royal,1055
Pointe-Claire,239
Rivière-des-Prairies–Pointe-aux-Trembles,2227
Rosemont–La Petite Patrie,1736
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1146
Saint-Léonard,1176
Senneville,<5
Sud-Ouest,1009
Verdun,1017
Ville-Marie,1039
Villeray–Saint-Michel–Parc-Extension,2333
Westmount,195
Territoire à confirmer,680
Total à Montréal,29364
