Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2518
Anjou,746
Baie-D'Urfé,31
Beaconsfield,65
Côte-des-Neiges–Notre-Dame-de-Grâce,2411
Côte-Saint-Luc,558
Dollard-des-Ormeaux,475
Dorval,205
Hampstead,63
Kirkland,140
Lachine,712
LaSalle,1318
L'Île-Bizard–Sainte-Geneviève,224
Mercier–Hochelaga-Maisonneuve,2518
Montréal-Est,48
Montréal-Nord,2689
Montréal-Ouest,32
Mont-Royal,296
Outremont,298
Pierrefonds–Roxboro,592
Plateau-Mont-Royal,1121
Pointe-Claire,244
Rivière-des-Prairies–Pointe-aux-Trembles,2273
Rosemont–La Petite Patrie,1798
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1194
Saint-Léonard,1227
Senneville,<5
Sud-Ouest,1077
Verdun,1048
Ville-Marie,1120
Villeray–Saint-Michel–Parc-Extension,2395
Westmount,201
Territoire à confirmer,665
Total à Montréal,30324
