Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,1329
Anjou,364
Baie-D'Urfé,9
Beaconsfield,42
Côte-des-Neiges–Notre-Dame-de-Grâce,1388
Côte-Saint-Luc,378
Dollard-des-Ormeaux,259
Dorval,133
Hampstead,39
Kirkland,70
Lachine,336
LaSalle,838
L'Île-Bizard–Sainte-Geneviève,118
Mercier–Hochelaga-Maisonneuve,1185
Montréal-Est,22
Montréal-Nord,1457
Montréal-Ouest,14
Mont-Royal,190
Outremont,209
Pierrefonds–Roxboro,294
Plateau-Mont-Royal,616
Pointe-Claire,126
Rivière-des-Prairies–Pointe-aux-Trembles,1178
Rosemont–La Petite Patrie,913
Sainte-Anne-de-Bellevue,14
Saint-Laurent,594
Saint-Léonard,638
Senneville,<5
Sud-Ouest,662
Verdun,683
Ville-Marie,411
Villeray–Saint-Michel–Parc-Extension,1190
Westmount,129
Territoire à confirmer,775
Total à Montréal,16606
