Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,247
Anjou,59
Baie-D'Urfé,5
Beaconsfield,14
Côte-des-Neiges–Notre-Dame-de-Grâce,501
Côte-Saint-Luc,262
Dollard-des-Ormeaux,66
Dorval,37
Hampstead,29
Kirkland,14
Lachine,83
LaSalle,286
L'Île-Bizard–Sainte-Geneviève,19
Mercier–Hochelaga-Maisonneuve,213
Montréal-Est,6
Montréal-Nord,193
Montréal-Ouest,5
Mont-Royal,44
Outremont,139
Pierrefonds–Roxboro,75
Plateau-Mont-Royal,220
Pointe-Claire,32
Rivière-des-Prairies–Pointe-aux-Trembles,180
Rosemont–La Petite Patrie,247
Sainte-Anne-de-Bellevue,5
Saint-Laurent,163
Saint-Léonard,124
Senneville,<5
Sud-Ouest,184
Verdun,154
Ville-Marie,174
Villeray–Saint-Michel–Parc-Extension,242
Westmount,57
Territoire à confirmer,1181
Total à Montréal,5262
