Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10248
Anjou,3469
Baie-D'Urfé,92
Beaconsfield,460
Côte-des-Neiges–Notre-Dame-de-Grâce,11636
Côte-Saint-Luc,2756
Dollard-des-Ormeaux,2753
Dorval,788
Hampstead,383
Kirkland,738
Lachine,2905
LaSalle,5521
L'Île-Bizard–Sainte-Geneviève,1053
Mercier–Hochelaga-Maisonneuve,8574
Montréal-Est,268
Montréal-Nord,8885
Montréal-Ouest,178
Mont-Royal,1111
Outremont,1253
Pierrefonds–Roxboro,4151
Plateau-Mont-Royal,4601
Pointe-Claire,1067
Rivière-des-Prairies–Pointe-aux-Trembles,8810
Rosemont–La Petite Patrie,6943
Sainte-Anne-de-Bellevue,136
Saint-Laurent,8144
Saint-Léonard,7640
Senneville,23
Sud-Ouest,3806
Verdun,3088
Ville-Marie,4699
Villeray–Saint-Michel–Parc-Extension,10819
Westmount,720
Territoire à confirmer,1881
Total à Montréal,129599
