Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8924
Anjou,3075
Baie-D'Urfé,68
Beaconsfield,382
Côte-des-Neiges–Notre-Dame-de-Grâce,10207
Côte-Saint-Luc,2412
Dollard-des-Ormeaux,2288
Dorval,680
Hampstead,344
Kirkland,578
Lachine,2573
LaSalle,4666
L'Île-Bizard–Sainte-Geneviève,881
Mercier–Hochelaga-Maisonneuve,7605
Montréal-Est,236
Montréal-Nord,8160
Montréal-Ouest,135
Mont-Royal,985
Outremont,1137
Pierrefonds–Roxboro,3490
Plateau-Mont-Royal,3917
Pointe-Claire,906
Rivière-des-Prairies–Pointe-aux-Trembles,7955
Rosemont–La Petite Patrie,6158
Sainte-Anne-de-Bellevue,121
Saint-Laurent,6682
Saint-Léonard,6778
Senneville,22
Sud-Ouest,3292
Verdun,2764
Ville-Marie,4078
Villeray–Saint-Michel–Parc-Extension,9407
Westmount,635
Territoire à confirmer,1726
Total à Montréal,113267
