Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2545
Anjou,756
Baie-D'Urfé,31
Beaconsfield,68
Côte-des-Neiges–Notre-Dame-de-Grâce,2428
Côte-Saint-Luc,564
Dollard-des-Ormeaux,479
Dorval,205
Hampstead,64
Kirkland,140
Lachine,716
LaSalle,1318
L'Île-Bizard–Sainte-Geneviève,226
Mercier–Hochelaga-Maisonneuve,2546
Montréal-Est,49
Montréal-Nord,2716
Montréal-Ouest,32
Mont-Royal,296
Outremont,305
Pierrefonds–Roxboro,594
Plateau-Mont-Royal,1132
Pointe-Claire,244
Rivière-des-Prairies–Pointe-aux-Trembles,2303
Rosemont–La Petite Patrie,1826
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1206
Saint-Léonard,1256
Senneville,<5
Sud-Ouest,1091
Verdun,1053
Ville-Marie,1153
Villeray–Saint-Michel–Parc-Extension,2430
Westmount,206
Territoire à confirmer,668
Total à Montréal,30668
