Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10021
Anjou,3391
Baie-D'Urfé,88
Beaconsfield,444
Côte-des-Neiges–Notre-Dame-de-Grâce,11443
Côte-Saint-Luc,2692
Dollard-des-Ormeaux,2685
Dorval,782
Hampstead,379
Kirkland,707
Lachine,2891
LaSalle,5374
L'Île-Bizard–Sainte-Geneviève,1029
Mercier–Hochelaga-Maisonneuve,8426
Montréal-Est,265
Montréal-Nord,8725
Montréal-Ouest,167
Mont-Royal,1102
Outremont,1244
Pierrefonds–Roxboro,4047
Plateau-Mont-Royal,4477
Pointe-Claire,1046
Rivière-des-Prairies–Pointe-aux-Trembles,8681
Rosemont–La Petite Patrie,6813
Sainte-Anne-de-Bellevue,133
Saint-Laurent,7940
Saint-Léonard,7519
Senneville,23
Sud-Ouest,3688
Verdun,3040
Ville-Marie,4546
Villeray–Saint-Michel–Parc-Extension,10570
Westmount,700
Territoire à confirmer,1860
Total à Montréal,126938
