Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,277
Anjou,67
Baie-D'Urfé,5
Beaconsfield,14
Côte-des-Neiges–Notre-Dame-de-Grâce,522
Côte-Saint-Luc,264
Dollard-des-Ormeaux,68
Dorval,37
Hampstead,29
Kirkland,15
Lachine,83
LaSalle,298
L'Île-Bizard–Sainte-Geneviève,22
Mercier–Hochelaga-Maisonneuve,232
Montréal-Est,7
Montréal-Nord,238
Montréal-Ouest,5
Mont-Royal,44
Outremont,143
Pierrefonds–Roxboro,78
Plateau-Mont-Royal,232
Pointe-Claire,33
Rivière-des-Prairies–Pointe-aux-Trembles,194
Rosemont–La Petite Patrie,260
Sainte-Anne-de-Bellevue,5
Saint-Laurent,167
Saint-Léonard,124
Senneville,5
Sud-Ouest,210
Verdun,174
Ville-Marie,185
Villeray–Saint-Michel–Parc-Extension,266
Westmount,57
Territoire à confirmer,1245
Total à Montréal,5617
