Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2346
Anjou,702
Baie-D'Urfé,31
Beaconsfield,60
Côte-des-Neiges–Notre-Dame-de-Grâce,2182
Côte-Saint-Luc,519
Dollard-des-Ormeaux,419
Dorval,192
Hampstead,53
Kirkland,116
Lachine,628
LaSalle,1199
L'Île-Bizard–Sainte-Geneviève,212
Mercier–Hochelaga-Maisonneuve,2282
Montréal-Est,44
Montréal-Nord,2560
Montréal-Ouest,20
Mont-Royal,280
Outremont,271
Pierrefonds–Roxboro,536
Plateau-Mont-Royal,893
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2161
Rosemont–La Petite Patrie,1561
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1083
Saint-Léonard,1104
Senneville,<5
Sud-Ouest,907
Verdun,951
Ville-Marie,812
Villeray–Saint-Michel–Parc-Extension,2169
Westmount,184
Territoire à confirmer,630
Total à Montréal,27349
