Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3703
Anjou,1159
Baie-D'Urfé,43
Beaconsfield,130
Côte-des-Neiges–Notre-Dame-de-Grâce,4137
Côte-Saint-Luc,1158
Dollard-des-Ormeaux,867
Dorval,326
Hampstead,146
Kirkland,245
Lachine,1096
LaSalle,2137
L'Île-Bizard–Sainte-Geneviève,296
Mercier–Hochelaga-Maisonneuve,3674
Montréal-Est,80
Montréal-Nord,3825
Montréal-Ouest,59
Mont-Royal,535
Outremont,610
Pierrefonds–Roxboro,1086
Plateau-Mont-Royal,1837
Pointe-Claire,327
Rivière-des-Prairies–Pointe-aux-Trembles,3351
Rosemont–La Petite Patrie,2927
Sainte-Anne-de-Bellevue,27
Saint-Laurent,2343
Saint-Léonard,2122
Senneville,8
Sud-Ouest,1696
Verdun,1437
Ville-Marie,1987
Villeray–Saint-Michel–Parc-Extension,4011
Westmount,309
Territoire à confirmer,1051
Total à Montréal,48745
