Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2602
Anjou,782
Baie-D'Urfé,31
Beaconsfield,70
Côte-des-Neiges–Notre-Dame-de-Grâce,2509
Côte-Saint-Luc,590
Dollard-des-Ormeaux,498
Dorval,207
Hampstead,72
Kirkland,144
Lachine,725
LaSalle,1348
L'Île-Bizard–Sainte-Geneviève,228
Mercier–Hochelaga-Maisonneuve,2609
Montréal-Est,49
Montréal-Nord,2775
Montréal-Ouest,34
Mont-Royal,303
Outremont,362
Pierrefonds–Roxboro,605
Plateau-Mont-Royal,1211
Pointe-Claire,247
Rivière-des-Prairies–Pointe-aux-Trembles,2358
Rosemont–La Petite Patrie,1887
Sainte-Anne-de-Bellevue,20
Saint-Laurent,1260
Saint-Léonard,1305
Senneville,<5
Sud-Ouest,1118
Verdun,1070
Ville-Marie,1208
Villeray–Saint-Michel–Parc-Extension,2527
Westmount,212
Territoire à confirmer,702
Total à Montréal,31670
