Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10444
Anjou,3517
Baie-D'Urfé,95
Beaconsfield,480
Côte-des-Neiges–Notre-Dame-de-Grâce,11863
Côte-Saint-Luc,2810
Dollard-des-Ormeaux,2803
Dorval,807
Hampstead,391
Kirkland,766
Lachine,2947
LaSalle,5646
L'Île-Bizard–Sainte-Geneviève,1063
Mercier–Hochelaga-Maisonneuve,8743
Montréal-Est,273
Montréal-Nord,9049
Montréal-Ouest,187
Mont-Royal,1118
Outremont,1265
Pierrefonds–Roxboro,4213
Plateau-Mont-Royal,4708
Pointe-Claire,1071
Rivière-des-Prairies–Pointe-aux-Trembles,8939
Rosemont–La Petite Patrie,7042
Sainte-Anne-de-Bellevue,141
Saint-Laurent,8312
Saint-Léonard,7748
Senneville,23
Sud-Ouest,3930
Verdun,3152
Ville-Marie,4860
Villeray–Saint-Michel–Parc-Extension,11151
Westmount,736
Territoire à confirmer,1917
Total à Montréal,132210
