Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,305
Anjou,72
Baie-D'Urfé,5
Beaconsfield,14
Côte-des-Neiges–Notre-Dame-de-Grâce,538
Côte-Saint-Luc,266
Dollard-des-Ormeaux,71
Dorval,37
Hampstead,29
Kirkland,15
Lachine,84
LaSalle,312
L'Île-Bizard–Sainte-Geneviève,22
Mercier–Hochelaga-Maisonneuve,255
Montréal-Est,8
Montréal-Nord,263
Montréal-Ouest,5
Mont-Royal,45
Outremont,145
Pierrefonds–Roxboro,83
Plateau-Mont-Royal,233
Pointe-Claire,33
Rivière-des-Prairies–Pointe-aux-Trembles,216
Rosemont–La Petite Patrie,278
Sainte-Anne-de-Bellevue,5
Saint-Laurent,172
Saint-Léonard,153
Senneville,5
Sud-Ouest,224
Verdun,183
Ville-Marie,190
Villeray–Saint-Michel–Parc-Extension,292
Westmount,58
Territoire à confirmer,1248
Total à Montréal,5861
