Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,481
Anjou,113
Baie-D'Urfé,5
Beaconsfield,13
Côte-des-Neiges–Notre-Dame-de-Grâce,717
Côte-Saint-Luc,286
Dollard-des-Ormeaux,82
Dorval,44
Hampstead,29
Kirkland,20
Lachine,99
LaSalle,360
L'Île-Bizard–Sainte-Geneviève,29
Mercier–Hochelaga-Maisonneuve,396
Montréal-Est,7
Montréal-Nord,443
Montréal-Ouest,5
Mont-Royal,53
Outremont,156
Pierrefonds–Roxboro,100
Plateau-Mont-Royal,295
Pointe-Claire,38
Rivière-des-Prairies–Pointe-aux-Trembles,358
Rosemont–La Petite Patrie,357
Sainte-Anne-de-Bellevue,5
Saint-Laurent,223
Saint-Léonard,240
Senneville,<5
Sud-Ouest,310
Verdun,301
Ville-Marie,238
Villeray–Saint-Michel–Parc-Extension,429
Westmount,64
Territoire à confirmer,983
Total à Montréal,7281
