Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,6624
Anjou,2105
Baie-D'Urfé,61
Beaconsfield,280
Côte-des-Neiges–Notre-Dame-de-Grâce,7384
Côte-Saint-Luc,1785
Dollard-des-Ormeaux,1676
Dorval,522
Hampstead,252
Kirkland,453
Lachine,1981
LaSalle,3640
L'Île-Bizard–Sainte-Geneviève,683
Mercier–Hochelaga-Maisonneuve,5778
Montréal-Est,174
Montréal-Nord,6289
Montréal-Ouest,108
Mont-Royal,793
Outremont,914
Pierrefonds–Roxboro,2496
Plateau-Mont-Royal,2994
Pointe-Claire,717
Rivière-des-Prairies–Pointe-aux-Trembles,5869
Rosemont–La Petite Patrie,4890
Sainte-Anne-de-Bellevue,92
Saint-Laurent,4549
Saint-Léonard,4767
Senneville,20
Sud-Ouest,2676
Verdun,2107
Ville-Marie,3179
Villeray–Saint-Michel–Parc-Extension,6956
Westmount,510
Territoire à confirmer,1457
Total à Montréal,84781
