Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7632
Anjou,2502
Baie-D'Urfé,67
Beaconsfield,330
Côte-des-Neiges–Notre-Dame-de-Grâce,8436
Côte-Saint-Luc,1924
Dollard-des-Ormeaux,1941
Dorval,588
Hampstead,293
Kirkland,494
Lachine,2199
LaSalle,4066
L'Île-Bizard–Sainte-Geneviève,800
Mercier–Hochelaga-Maisonneuve,6514
Montréal-Est,202
Montréal-Nord,7124
Montréal-Ouest,117
Mont-Royal,850
Outremont,975
Pierrefonds–Roxboro,2872
Plateau-Mont-Royal,3325
Pointe-Claire,783
Rivière-des-Prairies–Pointe-aux-Trembles,6783
Rosemont–La Petite Patrie,5451
Sainte-Anne-de-Bellevue,106
Saint-Laurent,5308
Saint-Léonard,5579
Senneville,21
Sud-Ouest,2968
Verdun,2340
Ville-Marie,3633
Villeray–Saint-Michel–Parc-Extension,8016
Westmount,584
Territoire à confirmer,1602
Total à Montréal,96425
