Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,3200
Anjou,994
Baie-D'Urfé,36
Beaconsfield,103
Côte-des-Neiges–Notre-Dame-de-Grâce,3486
Côte-Saint-Luc,877
Dollard-des-Ormeaux,689
Dorval,307
Hampstead,117
Kirkland,197
Lachine,853
LaSalle,1654
L'Île-Bizard–Sainte-Geneviève,280
Mercier–Hochelaga-Maisonneuve,3244
Montréal-Est,62
Montréal-Nord,3434
Montréal-Ouest,42
Mont-Royal,457
Outremont,554
Pierrefonds–Roxboro,880
Plateau-Mont-Royal,1648
Pointe-Claire,281
Rivière-des-Prairies–Pointe-aux-Trembles,2892
Rosemont–La Petite Patrie,2453
Sainte-Anne-de-Bellevue,24
Saint-Laurent,1835
Saint-Léonard,1764
Senneville,<5
Sud-Ouest,1442
Verdun,1284
Ville-Marie,1755
Villeray–Saint-Michel–Parc-Extension,3355
Westmount,267
Territoire à confirmer,926
Total à Montréal,41395
