Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,4577
Anjou,1417
Baie-D'Urfé,50
Beaconsfield,187
Côte-des-Neiges–Notre-Dame-de-Grâce,5222
Côte-Saint-Luc,1353
Dollard-des-Ormeaux,1106
Dorval,398
Hampstead,172
Kirkland,310
Lachine,1358
LaSalle,2563
L'Île-Bizard–Sainte-Geneviève,381
Mercier–Hochelaga-Maisonneuve,4221
Montréal-Est,100
Montréal-Nord,4576
Montréal-Ouest,67
Mont-Royal,624
Outremont,664
Pierrefonds–Roxboro,1565
Plateau-Mont-Royal,2091
Pointe-Claire,444
Rivière-des-Prairies–Pointe-aux-Trembles,4116
Rosemont–La Petite Patrie,3565
Sainte-Anne-de-Bellevue,68
Saint-Laurent,3039
Saint-Léonard,2936
Senneville,13
Sud-Ouest,1974
Verdun,1629
Ville-Marie,2288
Villeray–Saint-Michel–Parc-Extension,4889
Westmount,405
Territoire à confirmer,1171
Total à Montréal,59539
