Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2239
Anjou,677
Baie-D'Urfé,29
Beaconsfield,58
Côte-des-Neiges–Notre-Dame-de-Grâce,2141
Côte-Saint-Luc,504
Dollard-des-Ormeaux,408
Dorval,180
Hampstead,53
Kirkland,110
Lachine,599
LaSalle,1144
L'Île-Bizard–Sainte-Geneviève,203
Mercier–Hochelaga-Maisonneuve,2214
Montréal-Est,44
Montréal-Nord,2467
Montréal-Ouest,20
Mont-Royal,271
Outremont,259
Pierrefonds–Roxboro,526
Plateau-Mont-Royal,866
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2091
Rosemont–La Petite Patrie,1508
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1044
Saint-Léonard,1081
Senneville,<5
Sud-Ouest,888
Verdun,927
Ville-Marie,755
Villeray–Saint-Michel–Parc-Extension,2049
Westmount,183
Territoire à confirmer,632
Total à Montréal,26412
