Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,6909
Anjou,2231
Baie-D'Urfé,64
Beaconsfield,295
Côte-des-Neiges–Notre-Dame-de-Grâce,7719
Côte-Saint-Luc,1845
Dollard-des-Ormeaux,1743
Dorval,546
Hampstead,270
Kirkland,460
Lachine,2026
LaSalle,3778
L'Île-Bizard–Sainte-Geneviève,733
Mercier–Hochelaga-Maisonneuve,5986
Montréal-Est,191
Montréal-Nord,6547
Montréal-Ouest,112
Mont-Royal,804
Outremont,924
Pierrefonds–Roxboro,2601
Plateau-Mont-Royal,3115
Pointe-Claire,746
Rivière-des-Prairies–Pointe-aux-Trembles,6138
Rosemont–La Petite Patrie,5055
Sainte-Anne-de-Bellevue,93
Saint-Laurent,4747
Saint-Léonard,5008
Senneville,20
Sud-Ouest,2765
Verdun,2162
Ville-Marie,3359
Villeray–Saint-Michel–Parc-Extension,7259
Westmount,525
Territoire à confirmer,1471
Total à Montréal,88247
