Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2084
Anjou,613
Baie-D'Urfé,27
Beaconsfield,57
Côte-des-Neiges–Notre-Dame-de-Grâce,1972
Côte-Saint-Luc,484
Dollard-des-Ormeaux,389
Dorval,173
Hampstead,52
Kirkland,97
Lachine,533
LaSalle,1061
L'Île-Bizard–Sainte-Geneviève,183
Mercier–Hochelaga-Maisonneuve,2073
Montréal-Est,37
Montréal-Nord,2319
Montréal-Ouest,18
Mont-Royal,248
Outremont,246
Pierrefonds–Roxboro,500
Plateau-Mont-Royal,825
Pointe-Claire,204
Rivière-des-Prairies–Pointe-aux-Trembles,1968
Rosemont–La Petite Patrie,1420
Sainte-Anne-de-Bellevue,19
Saint-Laurent,964
Saint-Léonard,1005
Senneville,<5
Sud-Ouest,842
Verdun,885
Ville-Marie,695
Villeray–Saint-Michel–Parc-Extension,1824
Westmount,168
Territoire à confirmer,852
Total à Montréal,24838
