Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8777
Anjou,3004
Baie-D'Urfé,67
Beaconsfield,372
Côte-des-Neiges–Notre-Dame-de-Grâce,9978
Côte-Saint-Luc,2346
Dollard-des-Ormeaux,2252
Dorval,674
Hampstead,331
Kirkland,564
Lachine,2534
LaSalle,4594
L'Île-Bizard–Sainte-Geneviève,872
Mercier–Hochelaga-Maisonneuve,7431
Montréal-Est,229
Montréal-Nord,8029
Montréal-Ouest,128
Mont-Royal,965
Outremont,1106
Pierrefonds–Roxboro,3402
Plateau-Mont-Royal,3843
Pointe-Claire,888
Rivière-des-Prairies–Pointe-aux-Trembles,7837
Rosemont–La Petite Patrie,6084
Sainte-Anne-de-Bellevue,118
Saint-Laurent,6533
Saint-Léonard,6662
Senneville,22
Sud-Ouest,3243
Verdun,2683
Ville-Marie,4016
Villeray–Saint-Michel–Parc-Extension,9272
Westmount,622
Territoire à confirmer,1717
Total à Montréal,111195
