Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,946
Anjou,239
Baie-D'Urfé,6
Beaconsfield,24
Côte-des-Neiges–Notre-Dame-de-Grâce,1053
Côte-Saint-Luc,330
Dollard-des-Ormeaux,126
Dorval,73
Hampstead,37
Kirkland,25
Lachine,146
LaSalle,469
L'Île-Bizard–Sainte-Geneviève,49
Mercier–Hochelaga-Maisonneuve,761
Montréal-Est,15
Montréal-Nord,1001
Montréal-Ouest,9
Mont-Royal,91
Outremont,182
Pierrefonds–Roxboro,147
Plateau-Mont-Royal,435
Pointe-Claire,63
Rivière-des-Prairies–Pointe-aux-Trembles,775
Rosemont–La Petite Patrie,574
Sainte-Anne-de-Bellevue,8
Saint-Laurent,398
Saint-Léonard,438
Senneville,<5
Sud-Ouest,469
Verdun,515
Ville-Marie,305
Villeray–Saint-Michel–Parc-Extension,798
Westmount,90
Territoire à confirmer,563
Total à Montréal,11161
