Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9793
Anjou,3347
Baie-D'Urfé,84
Beaconsfield,431
Côte-des-Neiges–Notre-Dame-de-Grâce,11263
Côte-Saint-Luc,2646
Dollard-des-Ormeaux,2601
Dorval,775
Hampstead,371
Kirkland,675
Lachine,2836
LaSalle,5215
L'Île-Bizard–Sainte-Geneviève,1016
Mercier–Hochelaga-Maisonneuve,8338
Montréal-Est,262
Montréal-Nord,8577
Montréal-Ouest,166
Mont-Royal,1088
Outremont,1215
Pierrefonds–Roxboro,3931
Plateau-Mont-Royal,4350
Pointe-Claire,1000
Rivière-des-Prairies–Pointe-aux-Trembles,8584
Rosemont–La Petite Patrie,6723
Sainte-Anne-de-Bellevue,132
Saint-Laurent,7679
Saint-Léonard,7417
Senneville,22
Sud-Ouest,3601
Verdun,3013
Ville-Marie,4448
Villeray–Saint-Michel–Parc-Extension,10306
Westmount,691
Territoire à confirmer,1836
Total à Montréal,124432
