Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8180
Anjou,2714
Baie-D'Urfé,67
Beaconsfield,349
Côte-des-Neiges–Notre-Dame-de-Grâce,8992
Côte-Saint-Luc,2041
Dollard-des-Ormeaux,2060
Dorval,640
Hampstead,311
Kirkland,512
Lachine,2401
LaSalle,4286
L'Île-Bizard–Sainte-Geneviève,826
Mercier–Hochelaga-Maisonneuve,6969
Montréal-Est,214
Montréal-Nord,7536
Montréal-Ouest,121
Mont-Royal,906
Outremont,1020
Pierrefonds–Roxboro,3058
Plateau-Mont-Royal,3575
Pointe-Claire,806
Rivière-des-Prairies–Pointe-aux-Trembles,7281
Rosemont–La Petite Patrie,5715
Sainte-Anne-de-Bellevue,110
Saint-Laurent,5778
Saint-Léonard,6134
Senneville,21
Sud-Ouest,3097
Verdun,2478
Ville-Marie,3820
Villeray–Saint-Michel–Parc-Extension,8598
Westmount,597
Territoire à confirmer,1659
Total à Montréal,102872
