Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,8417
Anjou,2825
Baie-D'Urfé,67
Beaconsfield,364
Côte-des-Neiges–Notre-Dame-de-Grâce,9336
Côte-Saint-Luc,2167
Dollard-des-Ormeaux,2136
Dorval,648
Hampstead,315
Kirkland,527
Lachine,2464
LaSalle,4438
L'Île-Bizard–Sainte-Geneviève,851
Mercier–Hochelaga-Maisonneuve,7178
Montréal-Est,220
Montréal-Nord,7791
Montréal-Ouest,121
Mont-Royal,927
Outremont,1060
Pierrefonds–Roxboro,3208
Plateau-Mont-Royal,3694
Pointe-Claire,837
Rivière-des-Prairies–Pointe-aux-Trembles,7540
Rosemont–La Petite Patrie,5872
Sainte-Anne-de-Bellevue,114
Saint-Laurent,6143
Saint-Léonard,6418
Senneville,22
Sud-Ouest,3152
Verdun,2543
Ville-Marie,3893
Villeray–Saint-Michel–Parc-Extension,8918
Westmount,604
Territoire à confirmer,1682
Total à Montréal,106492
