Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,7024
Anjou,2273
Baie-D'Urfé,66
Beaconsfield,301
Côte-des-Neiges–Notre-Dame-de-Grâce,7839
Côte-Saint-Luc,1855
Dollard-des-Ormeaux,1794
Dorval,559
Hampstead,276
Kirkland,465
Lachine,2058
LaSalle,3833
L'Île-Bizard–Sainte-Geneviève,760
Mercier–Hochelaga-Maisonneuve,6071
Montréal-Est,192
Montréal-Nord,6664
Montréal-Ouest,115
Mont-Royal,808
Outremont,928
Pierrefonds–Roxboro,2655
Plateau-Mont-Royal,3158
Pointe-Claire,752
Rivière-des-Prairies–Pointe-aux-Trembles,6223
Rosemont–La Petite Patrie,5107
Sainte-Anne-de-Bellevue,93
Saint-Laurent,4813
Saint-Léonard,5106
Senneville,20
Sud-Ouest,2804
Verdun,2200
Ville-Marie,3407
Villeray–Saint-Michel–Parc-Extension,7372
Westmount,533
Territoire à confirmer,1483
Total à Montréal,89607
