Arrondissements,Cas Confirmés
Ahuntsic-Cartierville,2031
Anjou,606
Baie-D'Urfé,26
Beaconsfield,56
Côte-des-Neiges-Notre-Dame-de-Grâce,1935
Côte-Saint-Luc,481
Dollard-des-Ormeaux,376
Dorval,168
Hampstead,52
Kirkland,96
Lachine,527
LaSalle,1054
L'Îe-Bizard-Sainte-Geneviève,180
Mercier-Hochelaga-Maisonneuve,2039
Montréal-Est,35
Montréal-Nord,2263
Montréal-Ouest,18
Mont-Royal,245
Outremont,244
Pierrefonds-Roxboro,488
Plateau-Mont-Royal,820
Pointe-Claire,196
Rivière-des-Prairies-Pointe-aux-Trembles,1934
Rosemont-La Petite Patrie,1392
Sainte-Anne-de-Bellevue,19
Saint-Laurent,938
Saint-Léonard,990
Senneville,<5
Sud-Ouest,827
Verdun,876
Ville-Marie,680
Villeray-Saint-Michel-Parc-Extension,1781
Westmount,165
Territoire à confirmer,849
Total à Montréal,24388
