Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,10318
Anjou,3488
Baie-D'Urfé,95
Beaconsfield,461
Côte-des-Neiges–Notre-Dame-de-Grâce,11720
Côte-Saint-Luc,2780
Dollard-des-Ormeaux,2772
Dorval,796
Hampstead,385
Kirkland,746
Lachine,2918
LaSalle,5564
L'Île-Bizard–Sainte-Geneviève,1057
Mercier–Hochelaga-Maisonneuve,8616
Montréal-Est,268
Montréal-Nord,8914
Montréal-Ouest,184
Mont-Royal,1111
Outremont,1256
Pierrefonds–Roxboro,4176
Plateau-Mont-Royal,4630
Pointe-Claire,1071
Rivière-des-Prairies–Pointe-aux-Trembles,8852
Rosemont–La Petite Patrie,6975
Sainte-Anne-de-Bellevue,136
Saint-Laurent,8210
Saint-Léonard,7674
Senneville,23
Sud-Ouest,3853
Verdun,3099
Ville-Marie,4778
Villeray–Saint-Michel–Parc-Extension,10925
Westmount,724
Territoire à confirmer,1891
Total à Montréal,130466
