Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2367
Anjou,710
Baie-D'Urfé,31
Beaconsfield,62
Côte-des-Neiges–Notre-Dame-de-Grâce,2210
Côte-Saint-Luc,520
Dollard-des-Ormeaux,421
Dorval,193
Hampstead,55
Kirkland,117
Lachine,638
LaSalle,1226
L'Île-Bizard–Sainte-Geneviève,211
Mercier–Hochelaga-Maisonneuve,2321
Montréal-Est,44
Montréal-Nord,2575
Montréal-Ouest,20
Mont-Royal,283
Outremont,272
Pierrefonds–Roxboro,547
Plateau-Mont-Royal,917
Pointe-Claire,224
Rivière-des-Prairies–Pointe-aux-Trembles,2177
Rosemont–La Petite Patrie,1602
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1090
Saint-Léonard,1121
Senneville,<5
Sud-Ouest,924
Verdun,963
Ville-Marie,856
Villeray–Saint-Michel–Parc-Extension,2200
Westmount,188
Territoire à confirmer,628
Total à Montréal,27733
