Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,2277
Anjou,680
Baie-D'Urfé,30
Beaconsfield,59
Côte-des-Neiges–Notre-Dame-de-Grâce,2158
Côte-Saint-Luc,513
Dollard-des-Ormeaux,413
Dorval,182
Hampstead,53
Kirkland,112
Lachine,612
LaSalle,1166
L'Île-Bizard–Sainte-Geneviève,209
Mercier–Hochelaga-Maisonneuve,2237
Montréal-Est,44
Montréal-Nord,2501
Montréal-Ouest,20
Mont-Royal,273
Outremont,264
Pierrefonds–Roxboro,530
Plateau-Mont-Royal,871
Pointe-Claire,222
Rivière-des-Prairies–Pointe-aux-Trembles,2115
Rosemont–La Petite Patrie,1530
Sainte-Anne-de-Bellevue,18
Saint-Laurent,1051
Saint-Léonard,1087
Senneville,<5
Sud-Ouest,893
Verdun,935
Ville-Marie,766
Villeray–Saint-Michel–Parc-Extension,2080
Westmount,183
Territoire à confirmer,631
Total à Montréal,26717
