Arrondissements,Cas Confirmés
Ahuntsic–Cartierville,9876
Anjou,3368
Baie-D'Urfé,84
Beaconsfield,436
Côte-des-Neiges–Notre-Dame-de-Grâce,11321
Côte-Saint-Luc,2661
Dollard-des-Ormeaux,2618
Dorval,775
Hampstead,376
Kirkland,684
Lachine,2843
LaSalle,5270
L'Île-Bizard–Sainte-Geneviève,1023
Mercier–Hochelaga-Maisonneuve,8371
Montréal-Est,264
Montréal-Nord,8632
Montréal-Ouest,167
Mont-Royal,1093
Outremont,1229
Pierrefonds–Roxboro,3965
Plateau-Mont-Royal,4402
Pointe-Claire,1010
Rivière-des-Prairies–Pointe-aux-Trembles,8615
Rosemont–La Petite Patrie,6765
Sainte-Anne-de-Bellevue,132
Saint-Laurent,7771
Saint-Léonard,7448
Senneville,22
Sud-Ouest,3630
Verdun,3028
Ville-Marie,4475
Villeray–Saint-Michel–Parc-Extension,10405
Westmount,692
Territoire à confirmer,1845
Total à Montréal,125296
